"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 14 18:49:30 GMT 2024","Fri Jun 14 18:49:31 GMT 2024","858","tests.ui","test_register","","","","test_successful_registration_and_login",""
"passed","Fri Jun 14 18:49:08 GMT 2024","Fri Jun 14 18:49:09 GMT 2024","727","tests.api","test_api_login","","","","test_successful_api_login",""
"passed","Fri Jun 14 18:49:26 GMT 2024","Fri Jun 14 18:49:27 GMT 2024","40","tests.ui","test_home","","","","test_successful_login",""
"passed","Fri Jun 14 18:49:17 GMT 2024","Fri Jun 14 18:49:18 GMT 2024","981","tests","test_login","","","","test_successful_login",""
"passed","Fri Jun 14 18:49:21 GMT 2024","Fri Jun 14 18:49:21 GMT 2024","683","tests.ui","test_edit","","","","test_autocomplete",""
"passed","Fri Jun 14 18:49:10 GMT 2024","Fri Jun 14 18:49:10 GMT 2024","19","tests.api","test_api_signup","","","","test_should_return_400_if_email_invalid",""
"passed","Fri Jun 14 18:49:10 GMT 2024","Fri Jun 14 18:49:10 GMT 2024","9","tests.api","test_get_users","","","","test_get_users_no_auth_header",""
"passed","Fri Jun 14 18:49:23 GMT 2024","Fri Jun 14 18:49:25 GMT 2024","2499","tests.ui","test_edit","","","","test_edit",""
"passed","Fri Jun 14 18:49:09 GMT 2024","Fri Jun 14 18:49:10 GMT 2024","358","tests.api","test_api_signup","","","","test_successful_api_signup",""
"passed","Fri Jun 14 18:49:10 GMT 2024","Fri Jun 14 18:49:10 GMT 2024","11","tests.api","test_api_signup","","","","test_should_return_400_if_password_too_short",""
"passed","Fri Jun 14 18:49:09 GMT 2024","Fri Jun 14 18:49:09 GMT 2024","16","tests.api","test_api_login","","","","test_should_return_400_if_username_or_password_too_short",""
"passed","Fri Jun 14 18:49:09 GMT 2024","Fri Jun 14 18:49:09 GMT 2024","318","tests.api","test_api_login","","","","test_should_return_422_on_wrong_password",""
"passed","Fri Jun 14 18:49:31 GMT 2024","Fri Jun 14 18:49:31 GMT 2024","49","tests.ui","test_register","","","","test_cancel_registration_opens_login_page",""
"passed","Fri Jun 14 18:49:10 GMT 2024","Fri Jun 14 18:49:10 GMT 2024","9","tests.api","test_get_users","","","","test_failed_get_users_with_bad_token",""
"passed","Fri Jun 14 18:49:10 GMT 2024","Fri Jun 14 18:49:10 GMT 2024","46","tests.api","test_get_users","","","","test_successful_get_users",""
"passed","Fri Jun 14 18:49:28 GMT 2024","Fri Jun 14 18:49:29 GMT 2024","685","tests.ui","test_login","","","","test_failed_login",""
"passed","Fri Jun 14 18:49:27 GMT 2024","Fri Jun 14 18:49:28 GMT 2024","682","tests.ui","test_login","","","","test_successful_login",""
"passed","Fri Jun 14 18:49:10 GMT 2024","Fri Jun 14 18:49:10 GMT 2024","13","tests.api","test_api_signup","","","","test_should_return_400_if_username_too_short",""
"passed","Fri Jun 14 18:49:19 GMT 2024","Fri Jun 14 18:49:19 GMT 2024","687","tests","test_login","","","","test_failed_login",""
"passed","Fri Jun 14 18:49:09 GMT 2024","Fri Jun 14 18:49:09 GMT 2024","389","tests.api","test_api_login","","","","test_should_return_422_on_wrong_username",""
